order_item_id,order_id,product_id,quantity,unit_price,total_price
832,488,270,3,17.08,51.24
833,245,481,2,49.26,98.52
834,489,227,1,1612.51,1612.51
835,2340,455,5,40.5,202.5
836,392,80,4,33.99,135.96
837,2095,48,5,66.82,334.1
838,1496,320,5,82.53,412.65
839,1565,23,2,37.46,74.92
840,806,309,5,20.47,102.35
841,1209,173,3,112.69,338.07
842,163,248,3,235.92,707.76
843,1447,358,3,68.55,205.65
844,451,72,1,6.47,6.47
845,1844,230,3,12.95,38.85
846,1354,281,3,12.06,36.18
847,196,442,5,19.09,95.45
848,551,87,5,192.95,964.75
849,896,228,2,249.92,499.84
850,1049,362,1,60.33,60.33
851,2080,406,1,53.06,53.06
852,1401,101,3,35.5,106.5
853,1316,442,1,19.09,19.09
854,1261,437,3,11.99,35.97
855,516,105,4,45.66,182.64
856,199,190,1,45.03,45.03
857,59,94,1,124.81,124.81
858,1763,392,2,35.62,71.24
859,570,67,2,47.52,95.04
860,1865,178,3,386.24,1158.72
861,2205,349,1,67.66,67.66
862,456,118,2,396.15,792.3
863,973,382,4,139.89,559.56
864,1185,323,5,1447.42,7237.1
865,1670,234,4,59.1,236.4
866,1373,53,1,25.96,25.96
867,1820,407,3,262.44,787.32
868,1916,101,4,35.5,142.0
869,2095,33,5,36.04,180.2
870,655,488,5,47.8,239.0
871,1869,53,1,25.96,25.96
872,2204,378,1,245.22,245.22
873,2307,441,5,97.86,489.3
874,2192,29,4,12.23,48.92
875,431,103,4,168.49,673.96
876,244,51,5,54.55,272.75
877,1253,204,4,46.65,186.6
878,2038,334,5,22.93,114.65
879,1649,279,1,16.56,16.56
880,280,294,2,956.29,1912.58
881,2013,386,2,152.82,305.64
882,412,159,3,15.19,45.57
883,1992,473,3,160.59,481.77
884,281,9,3,437.61,1312.83
885,918,430,4,143.84,575.36
886,1747,470,5,18.69,93.45
887,795,242,3,899.18,2697.54
888,585,350,3,29.82,89.46
889,8,480,4,138.76,555.04
890,1644,217,4,102.71,410.84
891,1975,488,5,47.8,239.0
892,873,196,3,36.96,110.88
893,899,467,1,100.75,100.75
894,882,10,2,35.19,70.38
895,490,447,4,18.24,72.96
896,339,460,4,53.88,215.52
897,860,463,3,25.47,76.41
898,971,409,1,62.83,62.83
899,889,169,1,186.87,186.87
900,1719,133,4,22.04,88.16
901,981,439,2,1837.39,3674.78
902,252,381,2,19.94,39.88
903,125,220,5,21.07,105.35
904,590,395,3,48.37,145.11
905,375,436,4,70.65,282.6
906,343,213,2,65.92,131.84
907,1497,386,4,152.82,611.28
908,2315,247,5,23.8,119.0
909,1640,342,2,70.36,140.72
910,1787,146,1,50.37,50.37
911,169,27,3,46.75,140.25
912,576,96,5,494.22,2471.1
913,680,204,4,46.65,186.6
914,2404,411,3,40.37,121.11
915,768,414,4,32.14,128.56
916,239,11,2,53.63,107.26
917,1217,287,5,13.46,67.3
918,443,92,2,222.12,444.24
919,1506,272,4,120.4,481.6
920,800,162,2,51.77,103.54
921,1490,191,1,49.67,49.67
922,1714,474,5,62.56,312.8
923,924,459,4,53.3,213.2
924,1516,442,5,19.09,95.45
925,1585,367,2,119.27,238.54
926,1685,189,1,30.28,30.28
927,1984,111,2,38.7,77.4
928,606,197,5,135.87,679.35
929,935,268,1,441.06,441.06
930,1384,334,3,22.93,68.79
931,1834,231,5,1595.61,7978.05
932,1657,371,3,129.51,388.53
933,2034,441,3,97.86,293.58
934,1897,268,2,441.06,882.12
935,2175,337,2,71.01,142.02
936,1286,473,2,160.59,321.18
937,1265,240,2,77.63,155.26
938,2104,187,3,131.18,393.54
939,1159,358,1,68.55,68.55
940,1065,54,4,177.79,711.16
941,1224,90,3,126.6,379.8
942,1341,190,1,45.03,45.03
943,1558,270,5,17.08,85.4
944,2051,20,3,248.39,745.17
945,2468,115,3,21.78,65.34
946,601,369,5,61.27,306.35
947,1281,296,2,19.61,39.22
948,170,67,5,47.52,237.6
949,188,241,4,101.95,407.8
950,1262,173,4,112.69,450.76
951,1679,143,1,432.47,432.47
952,1171,39,4,28.02,112.08
953,521,278,2,39.34,78.68
954,1844,133,3,22.04,66.12
955,278,476,3,1824.95,5474.85
956,32,278,4,39.34,157.36
957,32,390,4,43.6,174.4
958,1273,309,3,20.47,61.41
959,598,133,4,22.04,88.16
960,487,483,2,75.61,151.22
961,2135,445,1,169.1,169.1
962,1099,298,3,137.17,411.51
963,551,104,5,50.61,253.05
964,1923,411,3,40.37,121.11
965,2205,185,5,68.1,340.5
966,434,71,3,41.29,123.87
967,667,117,1,70.83,70.83
968,1796,495,4,28.08,112.32
969,1569,269,3,33.41,100.23
970,364,183,5,20.45,102.25
971,888,112,1,17.58,17.58
972,529,238,4,54.26,217.04
973,1138,175,1,1956.92,1956.92
974,1037,269,4,33.41,133.64
975,1227,257,1,13.06,13.06
976,1109,304,3,951.76,2855.28
977,111,191,1,49.67,49.67
978,2247,351,2,47.82,95.64
979,729,80,2,33.99,67.98
980,889,240,1,77.63,77.63
981,2315,119,5,254.39,1271.95
982,1924,70,1,194.01,194.01
983,55,356,4,378.69,1514.76
984,1526,27,5,46.75,233.75
985,1648,366,5,437.87,2189.35
986,2036,58,1,39.85,39.85
987,1894,23,3,37.46,112.38
988,1560,266,1,243.8,243.8
989,589,62,2,37.5,75.0
990,1664,283,3,26.19,78.57
991,1265,149,3,33.61,100.83
992,2058,472,4,91.09,364.36
993,826,454,4,10.72,42.88
994,1440,481,1,49.26,49.26
995,246,200,5,50.56,252.8
996,1344,184,3,50.91,152.73
997,1018,459,5,53.3,266.5
998,2221,216,2,316.91,633.82
999,1600,461,4,37.37,149.48
1000,1976,24,4,18.15,72.6
1001,1334,455,3,40.5,121.5
1002,2447,211,1,127.39,127.39
1003,1250,491,2,65.83,131.66
1004,1547,498,5,224.97,1124.85
1005,1100,304,2,951.76,1903.52
1006,235,211,5,127.39,636.95
1007,592,95,4,76.13,304.52
1008,1198,364,3,157.44,472.32
1009,765,345,2,35.23,70.46
1010,327,7,2,1801.75,3603.5
1011,2221,214,1,18.5,18.5
1012,1063,212,2,43.24,86.48
1013,1526,214,4,18.5,74.0
1014,1877,272,3,120.4,361.2
1015,1011,22,1,133.18,133.18
1016,738,182,5,18.31,91.55
1017,2002,323,5,1447.42,7237.1
1018,42,1,4,31.96,127.84
1019,35,276,2,44.63,89.26
1020,1893,453,1,27.19,27.19
1021,409,38,5,32.14,160.7
1022,1417,273,2,1558.15,3116.3
1023,310,341,4,59.37,237.48
1024,980,430,4,143.84,575.36
1025,1502,475,4,218.49,873.96
1026,2381,53,4,25.96,103.84
1027,2340,435,1,12.96,12.96
1028,2484,45,5,40.34,201.7
1029,170,187,4,131.18,524.72
1030,1516,147,4,289.77,1159.08
1031,1518,56,4,60.9,243.6
1032,2360,4,4,145.93,583.72
1033,1108,139,1,38.32,38.32
1034,2381,468,1,429.47,429.47
1035,41,211,2,127.39,254.78
1036,1386,362,3,60.33,180.99
1037,92,82,4,48.26,193.04
1038,2486,428,2,238.02,476.04
1039,903,47,3,87.81,263.43
1040,1560,118,2,396.15,792.3
1041,1159,441,1,97.86,97.86
1042,1531,358,2,68.55,137.1
1043,1518,351,2,47.82,95.64
1044,2433,293,2,77.37,154.74
1045,303,403,2,208.42,416.84
1046,701,57,3,47.99,143.97
1047,379,403,5,208.42,1042.1
1048,1781,192,5,42.22,211.1
1049,1099,382,5,139.89,699.45
1050,510,278,1,39.34,39.34
1051,2113,185,1,68.1,68.1
1052,896,83,2,40.42,80.84
1053,2034,170,4,8.45,33.8
1054,1965,431,4,226.93,907.72
1055,892,419,5,1124.89,5624.45
1056,2060,168,2,68.11,136.22
1057,476,462,4,290.55,1162.2
1058,1259,211,4,127.39,509.56
1059,2431,475,3,218.49,655.47
1060,2098,456,5,39.61,198.05
1061,301,296,1,19.61,19.61
1062,94,408,1,24.29,24.29
1063,1854,113,4,48.15,192.6
1064,411,300,4,873.93,3495.72
1065,349,103,5,168.49,842.45
1066,599,157,1,212.65,212.65
1067,2469,417,3,44.72,134.16
1068,2351,494,2,25.21,50.42
1069,1227,83,3,40.42,121.26
1070,231,103,3,168.49,505.47
1071,2112,368,4,234.47,937.88
1072,1741,240,1,77.63,77.63
1073,1357,249,3,17.6,52.8
1074,1621,345,3,35.23,105.69
1075,1810,200,1,50.56,50.56
1076,290,328,5,53.11,265.55
1077,132,149,2,33.61,67.22
1078,1543,251,2,159.92,319.84
1079,657,463,2,25.47,50.94
1080,885,209,3,70.93,212.79
1081,2424,386,1,152.82,152.82
1082,462,38,4,32.14,128.56
1083,2219,155,3,24.69,74.07
1084,390,202,4,20.16,80.64
1085,2451,272,3,120.4,361.2
1086,1152,361,4,67.61,270.44
1087,377,156,3,446.9,1340.7
1088,2050,185,2,68.1,136.2
1089,1147,387,4,43.03,172.12
1090,1657,165,1,10.39,10.39
1091,567,305,1,64.25,64.25
1092,1646,452,5,14.12,70.6
1093,1350,274,4,78.08,312.32
1094,1069,14,2,201.38,402.76
1095,767,20,4,248.39,993.56
1096,187,342,2,70.36,140.72
1097,2102,468,4,429.47,1717.88
1098,1820,34,2,37.2,74.4
1099,2290,403,1,208.42,208.42
1100,2482,493,5,54.7,273.5
1101,115,111,5,38.7,193.5
1102,1756,33,3,36.04,108.12
1103,1676,115,4,21.78,87.12
1104,29,243,5,56.14,280.7
1105,941,459,3,53.3,159.9
1106,2066,378,3,245.22,735.66
1107,2253,480,5,138.76,693.8
1108,802,337,2,71.01,142.02
1109,1298,148,2,1809.97,3619.94
1110,1569,369,4,61.27,245.08
1111,1667,393,4,15.33,61.32
1112,462,344,4,39.33,157.32
1113,2168,325,3,33.89,101.67
1114,43,437,1,11.99,11.99
1115,1714,422,3,57.25,171.75
1116,300,417,5,44.72,223.6
1117,1953,332,1,20.41,20.41
1118,330,415,1,46.59,46.59
1119,785,320,2,82.53,165.06
1120,2022,456,5,39.61,198.05
1121,478,405,3,1223.24,3669.72
1122,1782,440,1,119.15,119.15
1123,948,307,2,43.66,87.32
1124,1775,25,3,48.32,144.96
1125,2284,20,3,248.39,745.17
1126,1885,190,1,45.03,45.03
1127,930,100,2,128.64,257.28
1128,608,386,3,152.82,458.46
1129,431,81,3,40.13,120.39
1130,1029,433,3,10.07,30.21
1131,2042,82,5,48.26,241.3
1132,697,482,4,26.78,107.12
1133,1449,454,4,10.72,42.88
1134,733,123,2,27.4,54.8
1135,463,168,2,68.11,136.22
1136,2346,265,5,192.35,961.75
1137,839,104,5,50.61,253.05
1138,187,444,2,276.46,552.92
1139,790,478,5,94.13,470.65
1140,1283,289,1,1622.15,1622.15
1141,654,268,3,441.06,1323.18
1142,1275,57,4,47.99,191.96
1143,72,227,2,1612.51,3225.02
1144,535,17,2,31.74,63.48
1145,1903,78,1,1094.06,1094.06
1146,1865,306,3,155.79,467.37
1147,286,39,3,28.02,84.06
1148,625,378,3,245.22,735.66
1149,1422,285,4,31.36,125.44
1150,1275,478,1,94.13,94.13
1151,2126,248,3,235.92,707.76
1152,601,374,4,44.65,178.6
1153,655,91,3,81.18,243.54
1154,690,423,5,121.24,606.2
1155,264,380,2,41.63,83.26
1156,1206,47,2,87.81,175.62
1157,258,263,3,1800.59,5401.77
1158,1465,36,1,20.31,20.31
1159,1970,318,1,50.11,50.11
1160,1003,281,3,12.06,36.18
1161,711,94,5,124.81,624.05
1162,924,450,4,33.27,133.08
1163,2355,52,5,1713.47,8567.35
1164,2457,237,5,24.89,124.45
1165,2137,405,4,1223.24,4892.96
1166,621,431,5,226.93,1134.65
1167,444,247,3,23.8,71.4
1168,892,401,2,498.85,997.7
1169,1086,155,1,24.69,24.69
1170,2490,364,2,157.44,314.88
1171,220,222,1,1222.06,1222.06
1172,635,38,3,32.14,96.42
1173,90,74,1,293.77,293.77
1174,1513,49,5,36.01,180.05
1175,25,289,3,1622.15,4866.45
1176,1742,182,3,18.31,54.93
1177,2224,471,2,67.11,134.22
1178,222,265,4,192.35,769.4
1179,1042,43,4,87.93,351.72
1180,380,122,4,158.2,632.8
1181,788,30,4,72.53,290.12
1182,692,297,1,15.73,15.73
1183,1517,37,5,168.04,840.2
1184,516,406,2,53.06,106.12
1185,1362,82,1,48.26,48.26
1186,1840,201,5,20.18,100.9
1187,1476,7,3,1801.75,5405.25
1188,959,449,5,36.96,184.8
1189,1532,191,1,49.67,49.67
1190,956,173,1,112.69,112.69
1191,797,56,1,60.9,60.9
1192,234,498,5,224.97,1124.85
1193,2383,290,4,263.35,1053.4
1194,1685,113,2,48.15,96.3
1195,1466,188,1,58.13,58.13
1196,2025,90,3,126.6,379.8
1197,1840,131,2,16.19,32.38
1198,2274,353,5,139.69,698.45
1199,505,328,1,53.11,53.11
1200,984,110,3,50.85,152.55
1201,1883,324,1,74.42,74.42
1202,616,175,1,1956.92,1956.92
1203,2286,446,3,361.96,1085.88
1204,1417,477,2,183.2,366.4
1205,823,248,4,235.92,943.68
1206,744,160,4,63.03,252.12
1207,2471,243,5,56.14,280.7
1208,2210,428,4,238.02,952.08
1209,730,241,2,101.95,203.9
1210,1197,494,1,25.21,25.21
1211,875,330,1,44.43,44.43
1212,844,148,4,1809.97,7239.88
1213,2107,92,5,222.12,1110.6
1214,1456,89,1,127.84,127.84
1215,1577,428,5,238.02,1190.1
1216,1999,212,4,43.24,172.96
1217,2096,399,1,71.86,71.86
1218,510,495,1,28.08,28.08
1219,519,101,5,35.5,177.5
1220,641,365,4,22.34,89.36
1221,1705,421,5,33.87,169.35
1222,3,39,3,28.02,84.06
1223,1595,32,4,36.44,145.76
1224,1815,114,3,152.22,456.66
1225,2426,204,2,46.65,93.3
1226,1655,114,3,152.22,456.66
1227,1481,391,4,169.39,677.56
1228,1604,56,1,60.9,60.9
1229,1625,211,4,127.39,509.56
1230,1054,76,5,9.2,46.0
1231,8,196,1,36.96,36.96
1232,18,157,2,212.65,425.3
1233,1021,66,4,104.91,419.64
1234,1319,437,5,11.99,59.95
1235,595,39,2,28.02,56.04
1236,2175,49,2,36.01,72.02
1237,999,290,1,263.35,263.35
1238,2055,462,3,290.55,871.65
1239,68,118,3,396.15,1188.45
1240,1979,255,2,96.7,193.4
1241,1420,440,2,119.15,238.3
1242,2410,289,1,1622.15,1622.15
1243,517,439,4,1837.39,7349.56
1244,1006,210,1,117.15,117.15
1245,794,267,1,109.12,109.12
1246,1192,490,2,46.96,93.92
1247,1640,417,2,44.72,89.44
1248,1810,198,1,104.9,104.9
1249,923,168,2,68.11,136.22
1250,1701,99,5,42.94,214.7
1251,2105,355,4,42.69,170.76
1252,1371,414,3,32.14,96.42
1253,813,447,3,18.24,54.72
1254,1552,331,1,65.98,65.98
1255,733,473,3,160.59,481.77
1256,1926,127,2,111.79,223.58
1257,1815,406,2,53.06,106.12
1258,1682,50,3,43.57,130.71
1259,272,251,1,159.92,159.92
1260,1260,52,1,1713.47,1713.47
1261,1108,469,3,27.64,82.92
1262,94,244,2,26.32,52.64
1263,1235,31,1,17.37,17.37
1264,2438,482,4,26.78,107.12
1265,2333,268,4,441.06,1764.24
1266,421,199,4,33.04,132.16
1267,1108,309,1,20.47,20.47
1268,1332,289,1,1622.15,1622.15
1269,1726,252,3,175.2,525.6
1270,1663,445,1,169.1,169.1
1271,2135,296,3,19.61,58.83
1272,2200,26,3,173.16,519.48
1273,620,231,5,1595.61,7978.05
1274,1758,466,5,43.61,218.05
1275,1068,34,2,37.2,74.4
1276,1172,288,1,656.63,656.63
1277,302,157,1,212.65,212.65
1278,337,451,4,37.84,151.36
1279,506,164,4,143.24,572.96
1280,1367,440,2,119.15,238.3
1281,1853,364,2,157.44,314.88
1282,2482,179,5,224.59,1122.95
1283,273,185,2,68.1,136.2
1284,886,51,2,54.55,109.1
1285,1358,387,2,43.03,86.06
1286,1254,393,2,15.33,30.66
1287,2254,340,3,41.26,123.78
1288,2281,320,1,82.53,82.53
1289,1070,36,1,20.31,20.31
1290,2496,120,3,41.71,125.13
1291,93,373,2,24.06,48.12
1292,702,198,5,104.9,524.5
1293,1665,309,2,20.47,40.94
1294,947,500,2,175.7,351.4
1295,1877,120,2,41.71,83.42
1296,1822,343,1,45.18,45.18
1297,2430,373,3,24.06,72.18
1298,506,421,4,33.87,135.48
1299,1476,466,2,43.61,87.22
1300,430,461,1,37.37,37.37
1301,1558,71,1,41.29,41.29
1302,1164,340,5,41.26,206.3
1303,1087,8,1,48.86,48.86
1304,1510,342,1,70.36,70.36
1305,171,429,1,135.14,135.14
1306,2157,204,2,46.65,93.3
1307,2021,77,3,57.74,173.22
1308,1529,70,5,194.01,970.05
1309,2227,295,3,39.05,117.15
1310,802,366,2,437.87,875.74
1311,1524,373,2,24.06,48.12
1312,1537,421,5,33.87,169.35
1313,2218,194,1,37.99,37.99
1314,406,126,2,47.88,95.76
1315,1000,9,2,437.61,875.22
1316,2162,300,2,873.93,1747.86
1317,955,308,3,197.22,591.66
1318,132,116,2,1031.32,2062.64
1319,1963,261,5,64.39,321.95
1320,1512,324,4,74.42,297.68
1321,1923,415,1,46.59,46.59
1322,2105,386,2,152.82,305.64
1323,2248,216,2,316.91,633.82
1324,1303,124,2,133.17,266.34
1325,936,499,5,31.84,159.2
1326,688,499,3,31.84,95.52
1327,1688,457,3,10.57,31.71
1328,1012,217,4,102.71,410.84
1329,914,354,3,1200.13,3600.39
1330,1030,489,3,88.05,264.15
1331,1700,309,2,20.47,40.94
1332,917,462,2,290.55,581.1
1333,2423,438,3,7.95,23.85
1334,54,356,2,378.69,757.38
1335,2296,489,5,88.05,440.25
1336,2290,250,4,40.88,163.52
1337,1380,364,3,157.44,472.32
1338,676,315,3,1323.55,3970.65
1339,120,497,5,25.76,128.8
1340,1058,205,4,19.42,77.68
1341,941,351,4,47.82,191.28
1342,2411,155,1,24.69,24.69
1343,1717,126,2,47.88,95.76
1344,890,206,3,45.8,137.4
1345,2005,277,5,1676.49,8382.45
1346,1983,228,5,249.92,1249.6
1347,1883,12,4,45.14,180.56
1348,741,130,4,41.39,165.56
1349,1744,389,2,71.8,143.6
1350,2447,117,3,70.83,212.49
1351,665,425,2,50.74,101.48
1352,455,471,1,67.11,67.11
1353,64,268,5,441.06,2205.3
1354,1337,490,3,46.96,140.88
1355,1467,280,2,241.86,483.72
1356,1103,25,4,48.32,193.28
1357,1164,381,4,19.94,79.76
1358,159,422,4,57.25,229.0
1359,1511,37,2,168.04,336.08
1360,937,197,3,135.87,407.61
1361,841,246,5,1098.58,5492.9
1362,1046,491,5,65.83,329.15
1363,557,456,3,39.61,118.83
1364,2493,120,2,41.71,83.42
1365,986,471,5,67.11,335.55
1366,498,413,4,68.02,272.08
1367,792,473,2,160.59,321.18
1368,1138,11,3,53.63,160.89
1369,371,426,4,34.78,139.12
1370,531,146,1,50.37,50.37
1371,605,229,3,51.78,155.34
1372,278,311,2,475.7,951.4
1373,2342,190,4,45.03,180.12
1374,1020,18,4,178.99,715.96
1375,950,352,3,21.21,63.63
1376,691,133,3,22.04,66.12
1377,1879,78,5,1094.06,5470.3
1378,1834,227,1,1612.51,1612.51
1379,763,195,3,172.13,516.39
1380,872,180,4,432.09,1728.36
1381,489,12,4,45.14,180.56
1382,292,123,2,27.4,54.8
1383,1140,120,3,41.71,125.13
1384,1380,469,2,27.64,55.28
1385,2397,136,5,68.76,343.8
1386,2054,73,1,496.56,496.56
1387,1306,479,5,142.79,713.95
1388,176,283,4,26.19,104.76
1389,1463,84,4,6.04,24.16
1390,2304,310,3,38.48,115.44
1391,1528,86,1,50.97,50.97
1392,216,345,3,35.23,105.69
1393,207,232,4,43.21,172.84
1394,898,139,3,38.32,114.96
1395,998,407,2,262.44,524.88
1396,557,424,2,924.51,1849.02
1397,234,394,4,148.49,593.96
1398,219,268,5,441.06,2205.3
1399,1154,440,3,119.15,357.45
1400,2048,201,2,20.18,40.36
1401,149,24,3,18.15,54.45
1402,17,287,4,13.46,53.84
1403,1130,404,3,18.86,56.58
1404,1793,7,4,1801.75,7207.0
1405,1769,339,4,187.08,748.32
1406,2195,485,3,22.1,66.3
1407,1416,291,2,62.85,125.7
1408,437,444,3,276.46,829.38
1409,694,97,2,1307.31,2614.62
1410,1453,489,5,88.05,440.25
1411,93,74,5,293.77,1468.85
1412,2333,47,4,87.81,351.24
1413,285,227,2,1612.51,3225.02
1414,1432,339,5,187.08,935.4
1415,1245,35,5,47.26,236.3
1416,1820,414,3,32.14,96.42
1417,1324,68,2,106.83,213.66
1418,336,105,2,45.66,91.32
1419,1639,360,3,41.94,125.82
1420,2272,67,2,47.52,95.04
1421,1742,241,4,101.95,407.8
1422,2286,20,4,248.39,993.56
1423,2198,184,5,50.91,254.55
1424,208,317,2,35.02,70.04
1425,1989,473,3,160.59,481.77
1426,572,24,1,18.15,18.15
1427,959,346,3,78.72,236.16
1428,1566,166,4,39.81,159.24
1429,1500,409,1,62.83,62.83
1430,564,274,2,78.08,156.16
1431,1823,234,4,59.1,236.4
1432,778,494,4,25.21,100.84
1433,1945,174,2,80.98,161.96
1434,336,425,5,50.74,253.7
1435,117,209,2,70.93,141.86
1436,912,262,3,55.35,166.05
1437,1979,98,3,13.19,39.57
1438,2062,298,2,137.17,274.34
1439,1366,356,3,378.69,1136.07
1440,787,127,4,111.79,447.16
1441,1347,162,5,51.77,258.85
1442,1093,382,3,139.89,419.67
1443,391,447,5,18.24,91.2
1444,192,123,4,27.4,109.6
1445,1313,25,2,48.32,96.64
1446,394,58,5,39.85,199.25
1447,1467,413,1,68.02,68.02
1448,2154,185,4,68.1,272.4
1449,2035,370,1,460.14,460.14
1450,2036,109,4,62.66,250.64
1451,1018,423,5,121.24,606.2
1452,2357,450,2,33.27,66.54
1453,1268,150,3,68.63,205.89
1454,2306,313,5,171.44,857.2
1455,536,40,4,30.42,121.68
1456,1474,247,5,23.8,119.0
1457,752,10,2,35.19,70.38
1458,746,221,5,56.85,284.25
1459,1085,135,5,28.66,143.3
1460,731,474,5,62.56,312.8
1461,673,363,1,30.19,30.19
1462,319,489,4,88.05,352.2
1463,2237,353,1,139.69,139.69
1464,1052,232,3,43.21,129.63
1465,1323,152,2,70.59,141.18
1466,318,38,5,32.14,160.7
1467,2145,127,1,111.79,111.79
1468,155,440,1,119.15,119.15
1469,2397,234,4,59.1,236.4
1470,1187,71,5,41.29,206.45
1471,2093,257,2,13.06,26.12
1472,2358,204,4,46.65,186.6
1473,2250,263,1,1800.59,1800.59
1474,157,109,1,62.66,62.66
1475,698,222,2,1222.06,2444.12
1476,607,499,1,31.84,31.84
1477,816,109,4,62.66,250.64
1478,246,112,2,17.58,35.16
1479,82,137,4,59.63,238.52
1480,2406,142,2,97.11,194.22
1481,1376,421,4,33.87,135.48
1482,1071,499,1,31.84,31.84
1483,1748,179,4,224.59,898.36
1484,1482,217,2,102.71,205.42
1485,922,157,1,212.65,212.65
1486,1903,361,1,67.61,67.61
1487,377,261,3,64.39,193.17
1488,1770,53,5,25.96,129.8
1489,2071,242,5,899.18,4495.9
1490,83,229,4,51.78,207.12
1491,1598,369,4,61.27,245.08
1492,735,103,5,168.49,842.45
1493,2015,139,1,38.32,38.32
1494,1408,48,5,66.82,334.1
1495,753,51,2,54.55,109.1
1496,624,29,4,12.23,48.92
1497,189,457,3,10.57,31.71
1498,1104,99,5,42.94,214.7
1499,1061,199,2,33.04,66.08
1500,1567,109,1,62.66,62.66
1501,1857,35,2,47.26,94.52
1502,41,131,1,16.19,16.19
1503,302,452,3,14.12,42.36
1504,2433,357,4,142.57,570.28
1505,941,468,2,429.47,858.94
1506,1967,352,5,21.21,106.05
1507,2020,154,3,17.9,53.7
1508,1774,87,4,192.95,771.8
1509,2076,467,4,100.75,403.0
1510,475,45,2,40.34,80.68
1511,2400,398,3,237.21,711.63
1512,2193,493,3,54.7,164.1
1513,1060,306,2,155.79,311.58
1514,38,412,5,32.98,164.9
1515,1962,352,2,21.21,42.42
1516,579,37,4,168.04,672.16
1517,1749,122,3,158.2,474.6
1518,1065,447,3,18.24,54.72
1519,1222,6,4,29.06,116.24
1520,1261,285,2,31.36,62.72
1521,1583,187,2,131.18,262.36
1522,2191,1,5,31.96,159.8
1523,1915,297,1,15.73,15.73
1524,130,142,4,97.11,388.44
1525,2211,126,2,47.88,95.76
1526,905,422,5,57.25,286.25
1527,1660,29,5,12.23,61.15
1528,1024,58,3,39.85,119.55
1529,2207,172,1,450.87,450.87
1530,1229,485,2,22.1,44.2
1531,167,113,4,48.15,192.6
1532,2062,80,5,33.99,169.95
1533,1414,96,3,494.22,1482.66
1534,1914,389,5,71.8,359.0
1535,1395,420,1,163.63,163.63
1536,1478,363,1,30.19,30.19
1537,2479,464,2,76.32,152.64
1538,770,281,4,12.06,48.24
1539,1630,226,4,173.76,695.04
1540,2461,393,3,15.33,45.99
1541,443,319,5,1794.17,8970.85
1542,945,138,4,68.43,273.72
1543,1345,81,1,40.13,40.13
1544,291,233,5,1143.94,5719.7
1545,1512,252,4,175.2,700.8
1546,1734,316,4,30.13,120.52
1547,478,220,1,21.07,21.07
1548,1791,356,4,378.69,1514.76
1549,600,314,5,158.44,792.2
1550,973,43,2,87.93,175.86
1551,439,430,2,143.84,287.68
1552,1888,204,3,46.65,139.95
1553,2205,94,2,124.81,249.62
1554,2174,53,5,25.96,129.8
1555,1133,470,1,18.69,18.69
1556,2450,129,1,7.25,7.25
1557,2289,489,1,88.05,88.05
1558,1062,500,4,175.7,702.8
1559,1469,147,1,289.77,289.77
1560,1850,199,2,33.04,66.08
1561,1546,245,3,71.2,213.6
1562,1824,25,5,48.32,241.6
1563,2470,74,1,293.77,293.77
1564,657,65,1,70.4,70.4
1565,2108,244,4,26.32,105.28
1566,2131,52,2,1713.47,3426.94
1567,1482,427,5,156.77,783.85
1568,1367,70,5,194.01,970.05
1569,359,109,3,62.66,187.98
1570,1063,235,5,32.53,162.65
1571,445,399,1,71.86,71.86
1572,771,18,1,178.99,178.99
1573,1309,130,2,41.39,82.78
1574,2081,424,2,924.51,1849.02
1575,289,187,2,131.18,262.36
1576,2172,256,3,175.24,525.72
1577,1213,70,3,194.01,582.03
1578,1366,232,2,43.21,86.42
1579,1988,35,4,47.26,189.04
1580,2177,35,4,47.26,189.04
1581,1611,189,4,30.28,121.12
1582,1515,132,2,41.64,83.28
1583,690,304,3,951.76,2855.28
1584,2017,458,5,43.32,216.6
1585,495,417,1,44.72,44.72
1586,1036,457,3,10.57,31.71
1587,1700,7,1,1801.75,1801.75
1588,836,401,5,498.85,2494.25
1589,1972,69,5,259.22,1296.1
1590,1145,343,3,45.18,135.54
1591,49,496,1,7.91,7.91
1592,1148,362,1,60.33,60.33
1593,2205,439,1,1837.39,1837.39
1594,1383,190,4,45.03,180.12
1595,107,322,4,134.71,538.84
1596,1012,382,5,139.89,699.45
1597,1981,150,2,68.63,137.26
1598,1222,28,1,69.72,69.72
1599,1492,203,1,1902.34,1902.34
1600,425,169,3,186.87,560.61
1601,2158,183,5,20.45,102.25
1602,2499,2,1,1385.15,1385.15
1603,429,60,1,1576.99,1576.99
1604,2354,211,4,127.39,509.56
1605,1908,228,1,249.92,249.92
1606,2307,352,3,21.21,63.63
1607,1023,72,5,6.47,32.35
1608,714,278,5,39.34,196.7
1609,772,251,1,159.92,159.92
1610,2169,467,1,100.75,100.75
1611,1003,194,1,37.99,37.99
1612,281,236,3,1207.15,3621.45
1613,2302,370,2,460.14,920.28
1614,1754,140,1,22.98,22.98
1615,373,115,2,21.78,43.56
1616,1623,360,5,41.94,209.7
1617,1119,389,5,71.8,359.0
1618,1190,154,4,17.9,71.6
1619,1652,219,4,31.22,124.88
1620,1565,256,1,175.24,175.24
1621,695,334,4,22.93,91.72
1622,1499,294,5,956.29,4781.45
1623,925,233,1,1143.94,1143.94
1624,21,233,1,1143.94,1143.94
1625,494,327,5,126.09,630.45
1626,112,129,5,7.25,36.25
